"timestamp","app","event_type","key"
"2025-11-01T12:32:09.127717","Google Chrome","keystroke","enter"
"2025-11-01T12:32:10.416562","Google Chrome","click","left"
"2025-11-01T12:32:12.234160","Google Chrome","click","left"
"2025-11-01T12:32:12.531402","Google Chrome","keystroke","cmd"
"2025-11-01T12:32:13.366999","Google Chrome","click","left"
"2025-11-01T12:32:13.666435","Google Chrome","click","left"
"2025-11-01T12:32:13.933220","Google Chrome","click","left"
"2025-11-01T12:32:14.279037","Google Chrome","keystroke","cmd"
"2025-11-01T12:32:14.517826","Google Chrome","keystroke","c"
"2025-11-01T12:32:18.648040","Code","keystroke","backspace"
"2025-11-01T12:32:19.148109","Code","keystroke","backspace"
"2025-11-01T12:32:19.229867","Code","keystroke","backspace"
"2025-11-01T12:32:19.313500","Code","keystroke","backspace"
"2025-11-01T12:32:19.397140","Code","keystroke","backspace"
"2025-11-01T12:32:19.480467","Code","keystroke","backspace"
"2025-11-01T12:32:19.563121","Code","keystroke","backspace"
"2025-11-01T12:32:19.647172","Code","keystroke","backspace"
"2025-11-01T12:32:19.730474","Code","keystroke","backspace"
"2025-11-01T12:32:19.813835","Code","keystroke","backspace"
"2025-11-01T12:32:19.899168","Code","keystroke","backspace"
"2025-11-01T12:32:19.980587","Code","keystroke","backspace"
"2025-11-01T12:32:20.064181","Code","keystroke","backspace"
"2025-11-01T12:32:20.148181","Code","keystroke","backspace"
"2025-11-01T12:32:20.256135","Code","keystroke","backspace"
"2025-11-01T12:32:20.316785","Code","keystroke","backspace"
"2025-11-01T12:32:20.400888","Code","keystroke","backspace"
"2025-11-01T12:32:20.485405","Code","keystroke","backspace"
"2025-11-01T12:32:20.569188","Code","keystroke","backspace"
"2025-11-01T12:32:20.653659","Code","keystroke","backspace"
"2025-11-01T12:32:20.743527","Code","keystroke","backspace"
"2025-11-01T12:32:20.821177","Code","keystroke","backspace"
"2025-11-01T12:32:20.905641","Code","keystroke","backspace"
"2025-11-01T12:32:20.988093","Code","keystroke","backspace"
"2025-11-01T12:32:21.071729","Code","keystroke","backspace"
"2025-11-01T12:32:21.155075","Code","keystroke","backspace"
"2025-11-01T12:32:21.238778","Code","keystroke","backspace"
"2025-11-01T12:32:21.321317","Code","keystroke","backspace"
"2025-11-01T12:32:21.405221","Code","keystroke","backspace"
"2025-11-01T12:32:21.488449","Code","keystroke","backspace"
"2025-11-01T12:32:21.571840","Code","keystroke","backspace"
"2025-11-01T12:32:21.655223","Code","keystroke","backspace"
"2025-11-01T12:32:21.738403","Code","keystroke","backspace"
"2025-11-01T12:32:21.821830","Code","keystroke","backspace"
"2025-11-01T12:32:22.055421","Code","keystroke","backspace"
"2025-11-01T12:32:22.222032","Code","keystroke","backspace"
"2025-11-01T12:32:22.376093","Code","keystroke","backspace"
"2025-11-01T12:32:22.552897","Code","keystroke","backspace"
"2025-11-01T12:32:22.873416","Code","keystroke","shift"
"2025-11-01T12:32:23.141149","Code","keystroke","R"
"2025-11-01T12:32:23.407167","Code","keystroke","a"
"2025-11-01T12:32:23.555907","Code","keystroke","d"
"2025-11-01T12:32:23.697754","Code","keystroke","i"
"2025-11-01T12:32:23.826298","Code","keystroke","c"
"2025-11-01T12:32:23.966906","Code","keystroke","a"
"2025-11-01T12:32:24.059269","Code","keystroke","l"
"2025-11-01T12:32:24.267959","Code","keystroke","space"
"2025-11-01T12:32:24.342421","Code","keystroke","shift"
"2025-11-01T12:32:24.486155","Code","keystroke","M"
"2025-11-01T12:32:24.610099","Code","keystroke","e"
"2025-11-01T12:32:24.808119","Code","keystroke","d"
"2025-11-01T12:32:24.897608","Code","keystroke","i"
"2025-11-01T12:32:25.028990","Code","keystroke","a"
"2025-11-01T12:32:27.666915","Code","click","left"
"2025-11-01T12:32:31.491415","Code","keystroke","cmd"
"2025-11-01T12:32:31.839161","Code","keystroke","v"
"2025-11-01T12:32:33.566711","Code","click","left"
"2025-11-01T12:32:34.266684","Code","click","left"
"2025-11-01T12:32:35.400651","Code","click","left"
"2025-11-01T12:32:35.869319","Code","keystroke","shift"
"2025-11-01T12:32:36.387223","Code","keystroke","["
"2025-11-01T12:32:36.599683","Code","keystroke","shift"
"2025-11-01T12:32:36.899407","Code","keystroke","G"
"2025-11-01T12:32:37.163384","Code","keystroke","r"
"2025-11-01T12:32:37.282227","Code","keystroke","i"
"2025-11-01T12:32:37.506565","Code","keystroke","f"
"2025-11-01T12:32:37.672242","Code","keystroke","f"
"2025-11-01T12:32:37.801753","Code","keystroke","i"
"2025-11-01T12:32:37.997654","Code","keystroke","n"
"2025-11-01T12:32:38.222194","Code","keystroke","space"
"2025-11-01T12:32:40.283632","Code","click","left"
"2025-11-01T12:32:41.303559","Code","keystroke","]"
"2025-11-01T12:32:42.923219","Code","keystroke","shift"
"2025-11-01T12:32:43.390922","Code","keystroke","("
"2025-11-01T12:32:49.650117","Google Chrome","click","left"
"2025-11-01T12:32:53.535048","Google Chrome","click","left"
"2025-11-01T12:32:54.883137","Google Chrome","click","left"
"2025-11-01T12:32:56.149592","Google Chrome","click","left"
"2025-11-01T12:32:57.300209","Google Chrome","click","left"
"2025-11-01T12:32:57.733133","Google Chrome","keystroke","cmd"
"2025-11-01T12:32:58.041048","Google Chrome","keystroke","c"
"2025-11-01T12:33:00.141092","Code","keystroke","cmd"
"2025-11-01T12:33:00.510050","Code","keystroke","v"
"2025-11-01T12:33:01.983513","Code","click","left"
"2025-11-01T12:33:04.066873","Code","click","left"
"2025-11-01T12:33:05.616325","Code","click","left"
"2025-11-01T12:33:06.766523","Code","click","left"
"2025-11-01T12:33:07.865170","Code","keystroke","space"
"2025-11-01T12:33:08.013525","Code","keystroke","shift"
"2025-11-01T12:33:08.225491","Code","keystroke","S"
"2025-11-01T12:33:08.469560","Code","keystroke","e"
"2025-11-01T12:33:08.711916","Code","keystroke","p"
"2025-11-01T12:33:09.005617","Code","keystroke","t"
"2025-11-01T12:33:09.164094","Code","keystroke","e"
"2025-11-01T12:33:09.335108","Code","keystroke","m"
"2025-11-01T12:33:09.558675","Code","keystroke","b"
"2025-11-01T12:33:09.673931","Code","keystroke","e"
"2025-11-01T12:33:09.807177","Code","keystroke","r"
"2025-11-01T12:33:09.935567","Code","keystroke","space"
"2025-11-01T12:33:10.739575","Code","keystroke","2"
"2025-11-01T12:33:10.895455","Code","keystroke","0"
"2025-11-01T12:33:11.066389","Code","keystroke","2"
"2025-11-01T12:33:11.455771","Code","keystroke","5"
"2025-11-01T12:33:12.256104","Code","keystroke",","
"2025-11-01T12:33:13.817189","Code","click","left"
"2025-11-01T12:33:15.416285","Code","click","left"
"2025-11-01T12:33:15.970002","Code","keystroke","cmd"
"2025-11-01T12:33:16.249990","Code","keystroke","s"
"2025-11-01T12:33:17.651479","Code","click","left"
"2025-11-01T12:33:18.817297","Code","keystroke","shift"
"2025-11-01T12:33:19.022362","Code","keystroke","J"
"2025-11-01T12:33:19.229371","Code","keystroke","u"
"2025-11-01T12:33:19.429888","Code","keystroke","l"
"2025-11-01T12:33:19.581748","Code","keystroke","y"
"2025-11-01T12:33:19.718136","Code","keystroke","space"
"2025-11-01T12:33:20.442201","Code","keystroke","2"
"2025-11-01T12:33:20.615783","Code","keystroke","0"
"2025-11-01T12:33:20.760074","Code","keystroke","2"
"2025-11-01T12:33:21.072052","Code","keystroke","4"
"2025-11-01T12:33:21.402507","Code","keystroke",","
"2025-11-01T12:33:21.575265","Code","keystroke","space"
"2025-11-01T12:33:22.747206","Code","keystroke","cmd"
"2025-11-01T12:33:23.078735","Code","keystroke","s"
"2025-11-01T12:33:31.116194","Code","click","left"
"2025-11-01T12:33:33.464890","Code","keystroke","]"
"2025-11-01T12:33:35.333149","Code","click","left"
"2025-11-01T12:33:35.569141","Code","keystroke","["
"2025-11-01T12:33:37.383526","Code","click","left"
"2025-11-01T12:33:37.655116","Code","keystroke","["
"2025-11-01T12:33:39.200054","Code","click","left"
"2025-11-01T12:33:40.412299","Code","keystroke","right"
"2025-11-01T12:33:41.106818","Code","keystroke","]"
"2025-11-01T12:33:42.833129","Code","click","left"
"2025-11-01T12:33:43.581166","Code","keystroke","]"
"2025-11-01T12:33:44.583005","Code","click","left"
"2025-11-01T12:33:45.168048","Code","keystroke","["
"2025-11-01T12:33:46.383363","Code","click","left"
"2025-11-01T12:33:50.066988","Google Chrome","click","left"
"2025-11-01T12:33:50.366150","Google Chrome","click","left"
"2025-11-01T12:33:50.533028","Google Chrome","click","left"
"2025-11-01T12:33:50.699263","Google Chrome","click","left"
"2025-11-01T12:33:51.150509","Google Chrome","click","left"
"2025-11-01T12:33:51.698455","Google Chrome","keystroke","s"
"2025-11-01T12:33:51.881776","Google Chrome","keystroke","e"
"2025-11-01T12:33:52.039806","Google Chrome","keystroke","a"
"2025-11-01T12:33:52.382643","Google Chrome","keystroke","n"
"2025-11-01T12:33:52.501666","Google Chrome","keystroke","space"
"2025-11-01T12:33:52.948079","Google Chrome","keystroke","b"
"2025-11-01T12:33:53.165262","Google Chrome","keystroke","y"
"2025-11-01T12:33:53.382303","Google Chrome","keystroke","r"
"2025-11-01T12:33:53.526449","Google Chrome","keystroke","o"
"2025-11-01T12:33:53.680587","Google Chrome","keystroke","n"
"2025-11-01T12:33:53.770285","Google Chrome","keystroke","space"
"2025-11-01T12:33:54.124285","Google Chrome","keystroke","l"
"2025-11-01T12:33:54.226816","Google Chrome","keystroke","e"
"2025-11-01T12:33:54.347131","Google Chrome","keystroke","o"
"2025-11-01T12:33:54.491820","Google Chrome","keystroke","enter"
"2025-11-01T12:33:59.570140","Google Chrome","click","left"
"2025-11-01T12:33:59.892436","Google Chrome","keystroke","backspace"
"2025-11-01T12:34:00.060317","Google Chrome","keystroke","backspace"
"2025-11-01T12:34:00.209432","Google Chrome","keystroke","backspace"
"2025-11-01T12:34:00.330428","Google Chrome","keystroke","backspace"
"2025-11-01T12:34:00.451838","Google Chrome","keystroke","backspace"
"2025-11-01T12:34:00.584128","Google Chrome","keystroke","backspace"
"2025-11-01T12:34:00.714706","Google Chrome","keystroke","backspace"
"2025-11-01T12:34:00.840443","Google Chrome","keystroke","backspace"
"2025-11-01T12:34:00.964433","Google Chrome","keystroke","backspace"
"2025-11-01T12:34:01.560447","Google Chrome","keystroke","l"
"2025-11-01T12:34:01.738185","Google Chrome","keystroke","e"
"2025-11-01T12:34:01.873521","Google Chrome","keystroke","o"
"2025-11-01T12:34:02.068553","Google Chrome","keystroke","space"
"2025-11-01T12:34:03.331604","Google Chrome","keystroke","c"
"2025-11-01T12:34:03.572038","Google Chrome","keystroke","r"
"2025-11-01T12:34:03.806128","Google Chrome","keystroke","e"
"2025-11-01T12:34:03.892634","Google Chrome","keystroke","a"
"2025-11-01T12:34:04.027479","Google Chrome","keystroke","t"
"2025-11-01T12:34:04.131395","Google Chrome","keystroke","i"
"2025-11-01T12:34:04.233361","Google Chrome","keystroke","v"
"2025-11-01T12:34:04.337502","Google Chrome","keystroke","e"
"2025-11-01T12:34:04.414315","Google Chrome","keystroke","space"
"2025-11-01T12:34:04.587341","Google Chrome","keystroke","t"
"2025-11-01T12:34:04.727637","Google Chrome","keystroke","e"
"2025-11-01T12:34:04.894074","Google Chrome","keystroke","c"
"2025-11-01T12:34:04.937509","Google Chrome","keystroke","h"
"2025-11-01T12:34:05.131438","Google Chrome","keystroke","enter"
"2025-11-01T12:34:06.709957","Google Chrome","click","left"
"2025-11-01T12:34:14.883463","Google Chrome","click","left"
"2025-11-01T12:34:15.966405","Google Chrome","click","left"
"2025-11-01T12:34:27.567201","Google Chrome","click","left"
"2025-11-01T12:34:30.816841","Google Chrome","click","left"
"2025-11-01T12:34:32.450220","Google Chrome","click","left"
"2025-11-01T12:34:32.885616","Google Chrome","keystroke","cmd"
"2025-11-01T12:34:33.209779","Google Chrome","keystroke","c"
"2025-11-01T12:34:36.238508","Code","keystroke","shift"
"2025-11-01T12:34:36.901652","Code","keystroke","("
"2025-11-01T12:34:37.541717","Code","keystroke","cmd"
"2025-11-01T12:34:37.717486","Code","keystroke","v"
"2025-11-01T12:34:38.200944","Code","keystroke","shift"
"2025-11-01T12:34:40.566382","Code","click","left"
"2025-11-01T12:34:43.366522","Google Chrome","click","left"
"2025-11-01T12:34:43.650111","Google Chrome","click","left"
"2025-11-01T12:34:43.816691","Google Chrome","click","left"
"2025-11-01T12:34:44.319415","Google Chrome","keystroke","c"
"2025-11-01T12:34:44.481183","Google Chrome","keystroke","a"
"2025-11-01T12:34:44.621387","Google Chrome","keystroke","m"
"2025-11-01T12:34:44.787238","Google Chrome","keystroke","space"
"2025-11-01T12:34:45.113652","Google Chrome","keystroke","v"
"2025-11-01T12:34:45.251357","Google Chrome","keystroke","o"
"2025-11-01T12:34:45.444154","Google Chrome","keystroke","k"
"2025-11-01T12:34:45.552410","Google Chrome","keystroke","e"
"2025-11-01T12:34:45.732834","Google Chrome","keystroke","y"
"2025-11-01T12:34:45.848214","Google Chrome","keystroke","space"
"2025-11-01T12:34:46.032197","Google Chrome","keystroke","c"
"2025-11-01T12:34:46.323421","Google Chrome","keystroke","backspace"
"2025-11-01T12:34:46.445318","Google Chrome","keystroke","v"
"2025-11-01T12:34:46.578162","Google Chrome","keystroke","a"
"2025-11-01T12:34:46.735320","Google Chrome","keystroke","c"
"2025-11-01T12:34:46.891297","Google Chrome","keystroke","a"
"2025-11-01T12:34:47.112092","Google Chrome","keystroke","t"
"2025-11-01T12:34:47.235997","Google Chrome","keystroke","i"
"2025-11-01T12:34:47.391996","Google Chrome","keystroke","o"
"2025-11-01T12:34:47.548316","Google Chrome","keystroke","n"
"2025-11-01T12:34:47.638626","Google Chrome","keystroke","space"
"2025-11-01T12:34:47.871278","Google Chrome","keystroke","v"
"2025-11-01T12:34:48.186356","Google Chrome","keystroke","a"
"2025-11-01T12:34:48.331554","Google Chrome","keystroke","c"
"2025-11-01T12:34:48.454993","Google Chrome","keystroke","a"
"2025-11-01T12:34:48.632430","Google Chrome","keystroke","t"
"2025-11-01T12:34:48.743714","Google Chrome","keystroke","i"
"2025-11-01T12:34:48.867761","Google Chrome","keystroke","o"
"2025-11-01T12:34:49.051965","Google Chrome","keystroke","n"
"2025-11-01T12:34:49.205352","Google Chrome","keystroke","enter"
"2025-11-01T12:34:50.566094","Google Chrome","click","left"
"2025-11-01T12:34:53.415981","Google Chrome","click","left"
"2025-11-01T12:35:00.732654","Google Chrome","click","left"
"2025-11-01T12:35:02.366577","Google Chrome","click","left"
"2025-11-01T12:35:04.733034","Google Chrome","click","left"
"2025-11-01T12:35:06.966162","Google Chrome","click","left"
"2025-11-01T12:35:07.396758","Google Chrome","keystroke","cmd"
"2025-11-01T12:35:07.739226","Google Chrome","keystroke","c"
"2025-11-01T12:35:10.018917","Code","keystroke","shift"
"2025-11-01T12:35:10.390077","Code","keystroke","("
"2025-11-01T12:35:10.665339","Code","keystroke","cmd"
"2025-11-01T12:35:10.809235","Code","keystroke","v"
"2025-11-01T12:35:12.582692","Code","click","left"
"2025-11-01T12:35:15.000244","Google Chrome","click","left"
"2025-11-01T12:35:15.583288","Google Chrome","click","left"
"2025-11-01T12:35:15.766814","Google Chrome","click","left"
"2025-11-01T12:35:15.933092","Google Chrome","click","left"
"2025-11-01T12:35:16.343510","Google Chrome","keystroke","s"
"2025-11-01T12:35:16.593188","Google Chrome","keystroke","t"
"2025-11-01T12:35:16.759973","Google Chrome","keystroke","u"
"2025-11-01T12:35:16.878027","Google Chrome","keystroke","d"
"2025-11-01T12:35:17.014866","Google Chrome","keystroke","i"
"2025-11-01T12:35:17.166718","Google Chrome","keystroke","o"
"2025-11-01T12:35:17.329535","Google Chrome","keystroke","space"
"2025-11-01T12:35:17.435860","Google Chrome","keystroke","d"
"2025-11-01T12:35:17.571380","Google Chrome","keystroke","a"
"2025-11-01T12:35:17.679230","Google Chrome","keystroke","v"
"2025-11-01T12:35:17.806173","Google Chrome","keystroke","e"
"2025-11-01T12:35:18.083812","Google Chrome","keystroke","space"
"2025-11-01T12:35:18.313494","Google Chrome","keystroke","."
"2025-11-01T12:35:18.529062","Google Chrome","keystroke","i"
"2025-11-01T12:35:18.671274","Google Chrome","keystroke","o"
"2025-11-01T12:35:18.828564","Google Chrome","keystroke","enter"
"2025-11-01T12:35:20.065735","Google Chrome","click","left"
"2025-11-01T12:35:21.832876","Google Chrome","click","left"
"2025-11-01T12:35:22.600561","Google Chrome","click","left"
"2025-11-01T12:35:22.933164","Google Chrome","click","left"
"2025-11-01T12:35:23.132463","Google Chrome","click","left"
"2025-11-01T12:35:23.437760","Google Chrome","keystroke","cmd"
"2025-11-01T12:35:23.682626","Google Chrome","keystroke","c"
"2025-11-01T12:35:25.828053","Code","keystroke","shift"
"2025-11-01T12:35:26.465947","Code","keystroke","("
"2025-11-01T12:35:26.820844","Code","keystroke","cmd"
"2025-11-01T12:35:26.964415","Code","keystroke","v"
"2025-11-01T12:35:27.290569","Code","keystroke","shift"
"2025-11-01T12:35:29.150617","Code","click","left"
"2025-11-01T12:35:30.454176","Code","keystroke","]"
"2025-11-01T12:35:31.715984","Code","click","left"
"2025-11-01T12:35:32.394412","Code","keystroke","right"
"2025-11-01T12:35:32.993138","Code","keystroke","["
"2025-11-01T12:35:34.300086","Code","click","left"
"2025-11-01T12:35:35.107651","Code","keystroke","shift"
"2025-11-01T12:35:35.431739","Code","keystroke","("
"2025-11-01T12:35:37.851407","Google Chrome","click","left"
"2025-11-01T12:35:38.299278","Google Chrome","click","left"
"2025-11-01T12:35:38.466282","Google Chrome","click","left"
"2025-11-01T12:35:38.651810","Google Chrome","click","left"
"2025-11-01T12:35:39.100179","Google Chrome","click","left"
"2025-11-01T12:35:39.660028","Google Chrome","keystroke","t"
"2025-11-01T12:35:39.835418","Google Chrome","keystroke","r"
"2025-11-01T12:35:39.974790","Google Chrome","keystroke","e"
"2025-11-01T12:35:40.141495","Google Chrome","keystroke","v"
"2025-11-01T12:35:40.269112","Google Chrome","keystroke","o"
"2025-11-01T12:35:40.396731","Google Chrome","keystroke","r"
"2025-11-01T12:35:40.530172","Google Chrome","keystroke","space"
"2025-11-01T12:35:40.845415","Google Chrome","keystroke","g"
"2025-11-01T12:35:41.095071","Google Chrome","keystroke","r"
"2025-11-01T12:35:41.259142","Google Chrome","keystroke","o"
"2025-11-01T12:35:41.323419","Google Chrome","keystroke","v"
"2025-11-01T12:35:41.485528","Google Chrome","keystroke","e"
"2025-11-01T12:35:41.610473","Google Chrome","keystroke","enter"
"2025-11-01T12:35:43.515657","Google Chrome","click","left"
"2025-11-01T12:35:52.399370","Google Chrome","click","left"
"2025-11-01T12:35:53.100851","Google Chrome","keystroke","cmd"
"2025-11-01T12:35:53.672801","Google Chrome","keystroke","c"
"2025-11-01T12:35:56.169493","Google Chrome","click","left"
"2025-11-01T12:36:00.314494","Code","keystroke","cmd"
"2025-11-01T12:36:00.573082","Code","keystroke","v"
"2025-11-01T12:36:01.417856","Code","keystroke","cmd"
"2025-11-01T12:36:01.825941","Code","keystroke","s"
"2025-11-01T12:36:03.916427","Code","click","left"
"2025-11-01T12:36:08.851025","Google Chrome","click","left"
"2025-11-01T12:36:09.650079","Google Chrome","click","left"
"2025-11-01T12:36:10.782487","Google Chrome","click","left"
"2025-11-01T12:36:12.599185","Google Chrome","click","left"
"2025-11-01T12:36:13.066083","Google Chrome","click","left"
"2025-11-01T12:36:14.718925","Google Chrome","click","left"
"2025-11-01T12:36:21.133009","Code","click","left"
"2025-11-01T12:36:22.382044","Code","keystroke","cmd"
"2025-11-01T12:36:22.626289","Code","keystroke","x"
"2025-11-01T12:36:24.532696","Code","click","left"
"2025-11-01T12:36:24.877886","Code","keystroke","cmd"
"2025-11-01T12:36:25.286105","Code","keystroke","v"
"2025-11-01T12:36:26.215692","Code","click","left"
"2025-11-01T12:36:26.601324","Code","keystroke","cmd"
"2025-11-01T12:36:26.917310","Code","keystroke","s"
"2025-11-01T12:36:28.657163","Code","click","left"
"2025-11-01T12:36:29.532291","Code","click","left"
"2025-11-01T12:36:34.716049","Code","click","left"
"2025-11-01T12:36:35.239693","Code","keystroke","backspace"
"2025-11-01T12:36:35.421502","Code","keystroke","backspace"
"2025-11-01T12:36:35.531435","Code","keystroke","backspace"
"2025-11-01T12:36:35.648660","Code","keystroke","backspace"
"2025-11-01T12:36:35.747568","Code","keystroke","backspace"
"2025-11-01T12:36:35.878977","Code","keystroke","backspace"
"2025-11-01T12:36:36.007176","Code","keystroke","backspace"
"2025-11-01T12:36:36.136534","Code","keystroke","backspace"
"2025-11-01T12:36:36.270906","Code","keystroke","backspace"
"2025-11-01T12:36:36.707333","Code","keystroke","cmd"
"2025-11-01T12:36:36.935292","Code","keystroke","s"
"2025-11-01T12:36:43.832936","Google Chrome","click","left"
"2025-11-01T12:36:46.432708","Google Chrome","click","left"
"2025-11-01T12:36:47.282347","Google Chrome","click","left"
"2025-11-01T12:36:48.416593","Google Chrome","click","left"
"2025-11-01T12:36:49.199080","Google Chrome","click","left"
"2025-11-01T12:36:51.967671","Google Chrome","click","left"
"2025-11-01T12:36:52.816218","Google Chrome","click","left"
"2025-11-01T12:36:55.133215","Google Chrome","click","left"
"2025-11-01T12:36:55.766349","Google Chrome","click","left"
"2025-11-01T12:36:56.549082","Google Chrome","click","left"
"2025-11-01T12:36:57.048994","Google Chrome","click","left"
"2025-11-01T12:36:58.149135","Google Chrome","click","left"
"2025-11-01T12:37:01.337368","Google Chrome","click","left"
"2025-11-01T12:37:03.732929","Google Chrome","click","left"
"2025-11-01T12:37:04.782734","Google Chrome","click","left"
"2025-11-01T12:37:11.749658","Google Chrome","click","left"
"2025-11-01T12:37:13.099101","Google Chrome","click","left"
"2025-11-01T12:37:13.526121","Google Chrome","keystroke","j"
"2025-11-01T12:37:13.653928","Google Chrome","keystroke","o"
"2025-11-01T12:37:13.802233","Google Chrome","keystroke","h"
"2025-11-01T12:37:13.979393","Google Chrome","keystroke","n"
"2025-11-01T12:37:14.205986","Google Chrome","keystroke","enter"
"2025-11-01T12:37:15.765662","Google Chrome","click","left"
"2025-11-01T12:37:16.466094","Google Chrome","click","left"
"2025-11-01T12:37:17.166048","Google Chrome","click","left"
"2025-11-01T12:37:19.132669","Google Chrome","click","left"
"2025-11-01T12:37:21.301636","Google Chrome","click","left"
"2025-11-01T12:37:25.457836","Google Chrome","keystroke","shift"
"2025-11-01T12:37:25.466457","Google Chrome","keystroke","cmd"
"2025-11-01T12:37:26.042916","Google Chrome","keystroke","5"
"2025-11-01T12:37:27.099375","Google Chrome","click","left"
"2025-11-01T12:37:29.415543","Google Chrome","click","left"
"2025-11-01T12:37:32.815950","Google Chrome","click","left"
"2025-11-01T12:37:37.235013","Google Chrome","keystroke","shift"
"2025-11-01T12:37:37.246073","Google Chrome","keystroke","cmd"
"2025-11-01T12:37:37.624808","Google Chrome","keystroke","5"
"2025-11-01T12:37:42.281902","Google Chrome","keystroke","esc"
"2025-11-01T12:37:43.761329","Google Chrome","keystroke","shift"
"2025-11-01T12:37:43.781095","Google Chrome","keystroke","cmd"
"2025-11-01T12:37:44.148051","Google Chrome","keystroke","5"
"2025-11-01T12:37:45.315916","Google Chrome","click","left"
"2025-11-01T12:37:48.182732","Google Chrome","click","left"
"2025-11-01T12:37:49.949538","Google Chrome","click","left"
"2025-11-01T12:37:57.882659","Google Chrome","click","left"
"2025-11-01T12:37:58.341555","Google Chrome","click","right"
"2025-11-01T12:37:59.565338","Google Chrome","click","left"
"2025-11-01T12:38:00.900060","Google Chrome","click","right"
